gene,logFC_CON_vs_CON,logFC_CSRES_vs_CON,logFC_CSSUS_vs_CON,logFC_CURES_vs_CON,logFC_CUSUS_vs_CON
Nkap,0.0,0.0068793707,-0.1312817,-0.044825085,0.15848166
Akap14,0.0,-0.14837967,-0.071007036,-0.084822364,-0.10810141
Ndufa1,0.0,0.39192516,0.0128767565,-0.09587161,-0.036457866
Rnf113a1,0.0,-0.17933232,-0.20694056,-0.06319502,-0.2330986
Zbtb33,0.0,0.29813555,-0.18204957,0.05044364,0.09696281
Tmem255a,0.0,0.16019887,-0.11637917,-0.08063701,0.059255756
Lamp2,0.0,-0.1019845,-0.117277205,-0.16651437,0.062907964
Cul4b,0.0,0.19929448,0.24229263,0.34246698,0.22776097
Mcts1,0.0,-0.10746583,-0.05280099,-0.13212888,0.061941355
C1galt1c1,0.0,-0.22013949,-0.08556718,0.14310676,-0.008095402
Gm14643,0.0,-0.09709005,-0.039420184,-0.061497565,-0.07324278
Gria3,0.0,0.52946895,0.25785524,0.36483836,-0.11314273
Thoc2,0.0,0.020000406,0.10199444,0.07222997,-0.035070732
Xiap,0.0,-0.026840042,-0.013388436,-0.112305745,0.0010651797
Stag2,0.0,0.08714483,0.13779339,0.044882454,0.049494535
Sh2d1a,0.0,0.14963408,0.032006644,-0.029008042,0.056648165
Tenm1,0.0,0.39255267,0.23610687,0.39661744,-0.09504235
Dcaf12l1,0.0,0.2372753,0.049206827,-0.09185214,0.045822155
Smarca1,0.0,0.45540857,0.08863887,0.3670434,0.16887307
Ocrl,0.0,0.037329506,0.034281123,-0.13246177,-0.04260318
Apln,0.0,-0.03067336,-0.041701667,-0.22765714,0.06345263
Zdhhc9,0.0,0.42141926,0.26781705,0.16397819,0.23771226
Utp14a,0.0,-0.20518462,0.02517055,0.12496325,0.05234685
Bcorl1,0.0,-0.06220392,0.1018012,0.18802395,-0.09708261
Elf4,0.0,-0.1624863,-0.19413862,-0.1546093,-0.0072512254
Aifm1,0.0,-0.038943175,-0.09588929,-0.07624164,-0.106658086
Rab33a,0.0,0.15921888,0.008911505,-0.03369149,0.06954646
Zfp280c,0.0,0.0803633,-0.047368772,0.04115675,-0.047833808
Slc25a14,0.0,0.12678896,0.18487713,0.111306466,0.20950863
Rbmx2,0.0,0.0151310675,0.017379213,0.028455213,0.063056625
Enox2,0.0,-0.07511633,0.02396065,0.048770025,-0.030540735
Firre,0.0,0.33308583,0.302208,0.37552512,0.064297065
Stk26,0.0,-0.18622415,-0.107897945,-0.073948555,-0.0011311583
Frmd7,0.0,-0.010838308,-0.0011652717,0.0014431402,0.02637963
Rap2c,0.0,0.046312913,-0.004325088,-0.04491457,-0.11916754
Hs6st2,0.0,0.16537184,-0.0028196946,0.059748217,-0.20319405
Usp26,0.0,-0.014763975,-0.03243557,-0.0161592,-0.022317214
Gpc4,0.0,0.21688145,0.4184574,0.13281772,0.01413022
Gpc3,0.0,-0.015385859,-0.12469369,0.13741983,-0.06627059
Gm14582,0.0,-0.016383816,-0.028339475,0.012372762,0.02011555
A630012P03Rik,0.0,-0.0069133323,-0.024740905,-0.05076972,-0.028532345
Ccdc160,0.0,0.04630407,-0.030976437,-0.09589308,0.07937649
Phf6,0.0,0.027809605,0.22468027,0.049986012,0.075018264
Hprt,0.0,-0.025060298,-0.17351091,-0.16720448,-0.14457911
C430049B03Rik,0.0,0.06058764,-0.03256447,-0.018761689,0.015265101
Fam122b,0.0,0.12845245,-0.0061951242,-0.09776502,0.059045136
Mospd1,0.0,0.12972534,0.26439312,0.18377298,0.33151644
Rtl8a,0.0,-0.19850884,-0.14679633,-0.14915149,0.12776339
Rtl8b,0.0,0.0147572495,-0.21211044,-0.17555685,-0.14559865
Zfp449,0.0,0.31191897,-0.035537735,0.042406343,0.12067916
Smim10l2a,0.0,0.10116877,-0.01822951,0.025189875,0.0019518435
Ints6l,0.0,0.071327396,0.2801013,0.22277896,-0.012401074
Mmgt1,0.0,-0.008674294,-0.27403268,-0.33083758,-0.188987
Slc9a6,0.0,0.17377962,0.11214443,0.1981626,0.2895264
Fhl1,0.0,-0.057401314,0.22458868,-0.04392472,0.007606812
Htatsf1,0.0,0.25701958,0.19469218,0.055129185,0.13548401
Arhgef6,0.0,0.2467328,0.2538746,0.3637797,0.2522176
Rbmx,0.0,0.23514105,0.2558029,0.14633076,0.012146249
Fgf13,0.0,0.23399912,0.17133267,0.2598551,-0.05363469
Mcf2,0.0,-0.06286607,-0.17292422,-0.15387425,-0.18390194
Atp11c,0.0,0.008491859,0.12946786,0.100004666,0.050450288
Cdr1os,0.0,0.4773022,-0.023362964,0.19701155,-0.12961356
Cdr1,0.0,-0.10680495,-0.13182507,-0.16396451,-0.05029627
Slitrk4,0.0,0.099437825,-0.03463941,-0.034361526,0.040772934
Slitrk2,0.0,0.12568474,0.08474858,0.053037204,0.1424406
Fmr1,0.0,0.090878025,0.12852614,0.07167649,-0.05597344
Aff2,0.0,0.1885812,0.10012446,0.18192731,-0.07575232
1700111N16Rik,0.0,0.028069787,0.06734158,0.090886995,0.052365582
Ids,0.0,0.47490627,0.03552459,0.17986962,0.24699493
1110012L19Rik,0.0,0.07726802,-0.09950009,-0.16707213,0.0060986304
Tmem185a,0.0,-0.10256151,0.035762396,-0.21543235,-0.104950696
Mamld1,0.0,0.23241171,0.25730807,0.13635404,0.13153128
Mtm1,0.0,0.08749689,0.14741191,0.19507158,-0.10818192
Mtmr1,0.0,0.2287305,0.26445243,0.432108,0.14690667
Cd99l2,0.0,-0.050702132,-0.001808025,0.037363786,0.014546461
Gm16189,0.0,0.10749202,0.04625594,0.062710255,0.14486033
Hmgb3,0.0,0.2865132,0.15156665,0.06478893,0.15588266
Vma21,0.0,0.05213407,-0.0016673952,0.087429345,-0.030434392
Prrg3,0.0,0.20515004,-0.05014235,0.032290332,-0.11522882
Fate1,0.0,-0.014107053,-0.024035472,-0.01992745,-0.00607201
Gabra3,0.0,0.7201359,0.49743542,0.5783905,0.47431594
Cetn2,0.0,0.44400436,0.034549385,-0.072146446,0.3068991
Nsdhl,0.0,0.18429387,-0.04171867,-0.051292606,0.14001432
Pnma3,0.0,0.3548156,0.12399177,0.027714089,-0.055109054
Xlr3a,0.0,0.017588768,0.0076886043,0.14888942,-0.05093381
Xlr5a,0.0,-0.13301228,-0.063735865,-0.09596029,-0.0764776
F8a,0.0,-0.059974756,-0.23017271,-0.17619613,-0.13550442
Zfp275,0.0,0.030369055,-0.1239819,-0.04509047,-0.01401923
Zfp92,0.0,-0.06221937,-0.10340664,-0.06583436,-0.016980791
Haus7,0.0,0.102232076,0.014040485,0.28528827,0.07923328
Atp2b3,0.0,0.3925167,0.0074072927,0.0862062,-0.029357791
Pnck,0.0,0.18746713,0.24360064,0.010340422,0.17225088
Slc6a8,0.0,0.4119336,0.47425807,0.34694105,0.282093
Bcap31,0.0,-0.02838049,0.038322344,0.0552262,-0.018276788
Abcd1,0.0,-0.16490267,0.13863389,0.17047586,-0.22706853
Plxnb3,0.0,0.14243938,-0.019700978,-0.09238276,0.0052300207
Srpk3,0.0,-0.02291549,-0.03775946,0.42388242,0.028562956
Idh3g,0.0,0.20593256,0.5394752,0.10947737,0.23017293
Ssr4,0.0,-0.06958194,0.1316259,0.057129808,0.18137382
Pdzd4,0.0,-0.16925742,-0.0333622,0.058863856,-0.22890934
Gm14817,0.0,-0.077868,-0.14837916,0.059013635,-0.03731101
L1cam,0.0,0.18875001,-0.08466022,0.022797124,-0.20720454
Arhgap4,0.0,-0.21666989,-0.08252033,-0.0727337,0.013791546
Naa10,0.0,0.20090368,0.37578157,-0.05945535,0.031666264
Renbp,0.0,0.0024951827,-0.21023549,0.056535773,-0.002156007
Hcfc1,0.0,0.2977274,0.056641676,0.093355104,0.026801586
Irak1,0.0,-0.19783509,-0.1507811,0.1765807,-0.15665525
Mecp2,0.0,-0.08543164,0.04810933,-0.050689705,-0.058731385
Opn1mw,0.0,-0.04888332,-0.04744278,-0.042108633,-0.031633884
Flna,0.0,0.3949607,0.075020954,0.38353577,0.27907288
Emd,0.0,-0.13276453,0.058898423,-0.17727938,-0.10419701
Rpl10,0.0,-0.025118815,0.05973147,-0.36686558,0.11177259
Dnase1l1,0.0,-0.19583556,-0.3114713,0.09075656,-0.13795385
Taz,0.0,-0.04676891,0.09903204,0.11581972,-0.009657726
Atp6ap1,0.0,0.09654969,0.17439988,0.26030973,0.14891176
Gdi1,0.0,0.6483686,0.45419025,0.28925163,0.22097036
Fam50a,0.0,-0.051707245,0.04791522,0.12931754,-0.119723134
Plxna3,0.0,0.008722216,0.2972137,0.60445,0.16962406
Lage3,0.0,0.07653654,0.12779818,0.25293785,0.068906516
Ubl4a,0.0,0.22358966,0.2131992,-0.087495625,-0.090785876
Slc10a3,0.0,0.06527265,-0.042953886,0.11581749,0.25792518
Fam3a,0.0,0.09335812,0.34301785,0.1670562,0.19275601
Ikbkg,0.0,-0.14862968,-0.046624485,-0.13532554,0.038238343
G6pdx,0.0,0.14732257,0.060365885,0.2756999,0.1974819
Gab3,0.0,-0.05976654,0.04069759,-0.29874736,0.08289494
Dkc1,0.0,-0.043153226,-0.017940313,0.1683138,-0.00016304106
Mpp1,0.0,-0.12927926,-0.05811073,-0.07176865,0.015100366
F8,0.0,-0.22929513,-0.29726425,-0.12607384,-0.16898853
Fundc2,0.0,0.17263027,-0.17984551,-0.17622921,-0.10635041
Cmc4,0.0,0.16875723,0.07564101,0.06002392,-0.08261639
Mtcp1,0.0,0.0077634733,-0.033776995,-0.024750464,-0.06237403
Brcc3,0.0,0.01955695,0.016938847,-0.025463693,0.067691736
Vbp1,0.0,0.3018367,-0.028841026,-0.12847474,-0.0012463108
Rab39b,0.0,0.25312644,0.07409584,-0.20507954,-0.06642835
4933407K13Rik,0.0,0.115035534,0.0046602488,0.1083923,0.07055645
Pls3,0.0,6.8463385e-05,0.123597786,-0.1069257,0.046646133
Tbl1x,0.0,-0.013935477,0.18752861,0.047393218,-0.025980964
Prkx,0.0,0.38688534,-0.1173861,0.22912839,0.06936138
Prrg1,0.0,0.13534899,0.34520668,0.1920767,0.20202403
Cfap47,0.0,0.099194095,-0.060284317,0.09125404,-0.11912121
Tmem47,0.0,-0.0039649457,0.14239293,0.02161102,0.16978423
Dmd,0.0,-0.022504255,0.024545945,0.035775095,0.051183745
Tab3,0.0,0.07970374,0.013782263,0.07810248,0.06276358
Gk,0.0,0.16838226,0.14032336,0.06740357,0.0568991
Il1rapl1,0.0,0.12320952,0.056151673,0.09435919,0.10779808
Mageb18,0.0,0.04153288,-0.028803257,0.0028870488,-0.033304818
Pola1,0.0,-0.052751105,0.05830599,-0.028536823,0.011051569
Pcyt1b,0.0,0.107308924,0.27801937,0.2965028,0.2993534
Pdk3,0.0,0.011709403,-0.04495033,0.026514878,0.05010923
Gm14798,0.0,-0.2530551,-0.26917958,-0.36378053,-0.34576678
Zfx,0.0,-0.23088682,-0.07438601,-0.27911532,-0.105645455
Eif2s3x,0.0,0.10215277,0.06375213,0.032680653,-0.0345719
Klhl15,0.0,0.0054164752,-0.036268014,0.0069117136,0.004123185
Apoo,0.0,0.04604806,0.01185495,0.04137707,-0.06365558
Gm14827,0.0,0.11913174,0.07864234,0.4474949,0.28034818
Maged1,0.0,0.12264305,0.39281958,0.26273668,0.26135173
Gspt2,0.0,0.061220765,0.06279043,-0.1672433,-0.12711976
Zxdb,0.0,0.26205915,-0.0060391575,0.06441341,0.18091922
Gm39526,0.0,0.12037497,0.12208435,0.035434954,0.14255443
Arhgef9,0.0,-0.02640339,-0.01689697,0.017242856,-0.11024524
Amer1,0.0,0.11094616,0.07521023,-0.03992007,0.059599638
Asb12,0.0,-0.09988822,-0.15055445,-0.126004,-0.084205985
Zc4h2,0.0,0.022583216,-0.09926413,-0.051956095,-0.07711513
Zc3h12b,0.0,-0.25996402,-0.1936904,-0.030752435,-0.08875513
Las1l,0.0,0.76717156,0.44553497,0.60762954,0.05556467
Msn,0.0,0.07560225,0.23542538,0.45319515,0.4142223
Heph,0.0,-0.36046988,-0.43004692,-0.5096867,-0.2128177
Gpr165,0.0,0.06536801,-0.06911303,-0.15293808,-0.21182574
Ar,0.0,0.10848831,0.24805735,0.17831679,0.37173563
Ophn1,0.0,-0.18709874,0.056801908,-0.0081499815,0.014764179
Yipf6,0.0,-0.07987076,-0.17010802,-0.15461059,-0.1304275
Stard8,0.0,-0.024628311,0.1367845,0.063621685,-0.04434798
Efnb1,0.0,-0.117623,0.088823885,-0.07547807,-0.052785113
Pja1,0.0,0.20405176,0.0946929,-0.12302066,0.10907487
Tmem28,0.0,0.015411617,-0.07160287,-0.23176946,0.003920488
Eda,0.0,0.10533007,-0.004894167,0.13760118,-0.032716833
Awat2,0.0,-0.0053447867,-0.08170619,-0.07450553,-0.03716819
Igbp1,0.0,-0.025399517,0.0033410266,0.03362276,-0.065101
Pdzd11,0.0,0.027611073,0.019106634,-0.02394776,0.11258608
Kif4,0.0,0.026081875,-0.11214959,0.09988177,0.06274422
Gdpd2,0.0,0.7620904,0.67147076,0.53046185,0.045513064
Dlg3,0.0,0.15335676,0.1601811,0.07228245,0.22718349
Tex11,0.0,0.2656891,0.05781605,0.12723365,0.16872622
Slc7a3,0.0,0.18348938,0.06492621,0.21421933,-0.032906443
Snx12,0.0,0.21284613,-0.063199505,0.12333737,0.068634555
Foxo4,0.0,0.01872792,0.06523733,0.08594627,-0.122309625
Med12,0.0,0.66458046,0.43962538,0.39396372,0.37715152
Nlgn3,0.0,0.13082656,0.14160867,0.34584707,-0.03526993
Gjb1,0.0,0.50347495,0.23607236,0.0045906603,0.28035122
Zmym3,0.0,0.3492004,0.16588783,0.3540029,-0.07892229
Nono,0.0,-0.050761666,0.03010221,-0.051635694,-0.033084493
Itgb1bp2,0.0,0.02909058,0.075743385,0.07805113,0.0979164
Taf1,0.0,0.2594216,0.063449524,0.2576721,-0.021433443
Ogt,0.0,0.030308023,0.12032324,0.13011794,0.06623028
Gm4779,0.0,-0.13141055,-0.1697065,-0.12039045,-0.15538251
Nhsl2,0.0,0.4624468,0.16086625,0.43409163,0.16199021
Rtl5,0.0,-0.10207848,-0.17508656,-0.1434049,-0.038570046
Pin4,0.0,0.0012583509,0.09605881,-0.37574762,0.05828827
Rps4x,0.0,0.09649938,-0.09520908,-0.29511946,0.11230884
Gm14858,0.0,-0.10660934,0.018357642,-0.00383858,-0.03931564
Hdac8,0.0,0.007659033,0.1073369,0.2075575,0.097587176
Phka1,0.0,-0.00514476,0.041511238,-0.045248494,0.03941772
Dmrtc1a,0.0,-0.03952206,-0.030451648,0.030194283,0.11463546
Nap1l2,0.0,0.25010154,0.06773609,-0.20479953,0.14832434
Chic1,0.0,0.1424739,0.02771227,-0.10304191,0.041981608
Gm26952,0.0,0.155022,-0.26198632,-0.050965447,-0.14021057
Tsx,0.0,0.026568647,-0.042151418,-0.04477128,0.120983124
Tsix,0.0,-0.04552017,0.02506448,0.018395714,0.036300376
Jpx,0.0,-0.13055837,-0.15626484,0.18393101,-0.003581304
Ftx,0.0,-0.100355536,0.06465612,0.018561453,-0.20183323
Slc16a2,0.0,0.34075555,0.13225871,0.27182755,0.34760058
Rlim,0.0,0.02124016,0.04941108,0.20344564,-0.02836939
Nexmif,0.0,0.25474173,0.19304849,0.09608771,0.08437291
Abcb7,0.0,-0.16688095,0.0059842244,0.027564814,-0.09713031
Uprt,0.0,0.18188465,0.07664635,0.15156108,0.36802596
Zdhhc15,0.0,-0.20851699,-0.1358916,-0.14534496,-0.36568427
Magee2,0.0,0.22557059,0.067890495,-0.15738422,0.08206226
5530601H04Rik,0.0,-0.2940986,-0.08707024,-0.20976143,-0.2278361
Pbdc1,0.0,-0.0043186247,0.13627797,-0.13001464,0.028697375
Magee1,0.0,0.11629209,0.12827197,0.13454998,0.0649596
5330434G04Rik,0.0,0.2713882,0.24253935,0.485299,-0.008030385
Atrx,0.0,0.11738996,0.22003852,0.19344977,0.12485982
Magt1,0.0,-0.29674292,-0.21418624,-0.23224491,-0.15434432
Cox7b,0.0,-0.027123176,-0.013937503,-0.24789993,0.24082564
Atp7a,0.0,-0.29867297,-0.06496328,-0.22518647,-0.0036950596
Pgk1,0.0,-0.13872024,0.07394981,-0.23338926,0.12081355
Taf9b,0.0,-0.036647297,-0.041269705,0.12219788,-0.0353337
Cysltr1,0.0,-0.08948964,0.012997098,-0.12966646,-0.0815205
Itm2a,0.0,0.15813187,-0.028138235,0.43879688,0.23723772
2610002M06Rik,0.0,0.5575682,0.18451378,-0.0052197278,0.27605286
Tent5d,0.0,0.26876307,-0.11481772,0.042312175,-0.16036041
Brwd3,0.0,-0.128514,-0.075739816,-0.081041954,-0.10732565
2810403D21Rik,0.0,-0.05197059,-0.09549477,0.12925375,-0.30112177
Hmgn5,0.0,0.054812443,0.10085435,0.017851233,0.10980789
Sh3bgrl,0.0,-0.05913174,0.19016111,0.18896745,0.20474198
Gm44593,0.0,0.15778795,0.017187,0.22658096,0.21524893
Pou3f4,0.0,-0.17511505,-0.13224405,-0.03006126,-0.096000105
Rps6ka6,0.0,-0.13899405,-0.013929123,0.07776183,-0.071994156
Hdx,0.0,0.104920104,-0.09780778,0.03037306,0.054018814
Apool,0.0,0.28015453,0.2748933,0.26276425,0.12864122
Zfp711,0.0,0.111449,0.112949565,0.14088614,0.38166523
Chm,0.0,0.09029061,0.11214561,0.008709237,-0.0931225
Dach2,0.0,0.08687826,0.013657123,0.011045836,0.16079944
Klhl4,0.0,0.16505957,-0.26106235,-0.043861274,0.12371959
Pabpc5,0.0,0.10742824,0.042574253,-1.8723309e-05,0.022870008
Pcdh11x,0.0,0.052874796,-0.0032344311,-0.02937068,0.14812
Nap1l3,0.0,0.05645757,-0.09866222,-0.39563578,-0.11871749
Cldn34c1,0.0,0.014032915,0.17217372,0.17115873,0.1744414
Diaph2,0.0,-0.027868167,-0.030973323,-0.060904726,-0.006963372
Pcdh19,0.0,0.098619595,0.40133458,0.2549721,0.2017633
Tspan6,0.0,0.030224988,-0.06931286,-0.028796652,-0.19481136
Cstf2,0.0,0.3848793,0.032576963,0.12519784,-0.065252215
Nox1,0.0,0.07095539,-0.016746104,0.37174317,0.051644847
Arl13a,0.0,0.003370745,-0.10065727,0.033799313,0.024701156
Trmt2b,0.0,0.09127437,0.11267653,0.044319116,-0.096410625
Tmem35a,0.0,0.20679235,0.18232949,0.2970381,0.033426538
Cenpi,0.0,-0.046524882,-0.06458428,-0.09197862,-0.014063258
Drp2,0.0,-0.08112423,0.06001434,0.05695304,-0.18019924
Taf7l,0.0,-0.05258617,-0.16631736,-0.12974626,-0.24794783
Timm8a1,0.0,0.14768547,0.086471744,0.015924446,-0.052820057
Btk,0.0,-0.01026104,-0.019114312,-0.03471821,-0.024952376
Rpl36a,0.0,0.5045397,0.44208455,0.17154694,0.24897152
Gla,0.0,0.2617931,0.26017365,0.34188014,0.09726709
Hnrnph2,0.0,0.07585844,-0.097117335,-0.07731247,0.09916291
Armcx4,0.0,0.4465878,0.20563637,0.2863593,0.15336546
Armcx1,0.0,0.40045878,0.11477874,0.14442372,0.3207969
Armcx6,0.0,0.033292744,-0.13569845,-0.06392692,-0.021945557
Armcx3,0.0,0.22141062,0.27313834,0.30057803,0.15747845
Armcx2,0.0,0.13134155,0.07961892,-0.051551066,0.09685472
Zmat1,0.0,0.29002246,0.016433164,0.08356112,0.034756124
3632454L22Rik,0.0,0.14353955,0.093359835,0.03004098,0.12765853
Tceal6,0.0,0.33042356,0.028983973,-0.21001416,0.18027394
Armcx5,0.0,0.17838842,0.02676507,0.18313166,0.040092595
Gprasp1,0.0,0.096966274,0.03907168,-0.06372082,-0.047213927
Bhlhb9,0.0,-0.02112339,-0.08633359,0.06884808,-0.08242741
Gprasp2,0.0,0.09117133,0.08981623,-0.014724813,0.03387074
Arxes2,0.0,-0.18286322,-0.022488633,-0.07589273,0.015267553
Arxes1,0.0,-0.27595463,-0.15094857,-0.12866348,-0.013395365
Bex2,0.0,0.24612315,0.09246121,-0.32650673,0.1782572
Bex4,0.0,0.14433248,0.3366577,-0.043209493,0.18712056
Tceal8,0.0,-0.07793681,-0.06493287,-0.08146377,-0.020447616
Tceal5,0.0,0.35084695,0.13722472,0.011573404,0.15208057
Bex1,0.0,0.18972756,0.12225372,-0.19499514,0.24853224
Tceal7,0.0,9.8138116e-05,0.071160026,0.003032499,-0.055860016
Tceal9,0.0,0.50877637,0.21333197,-0.18599845,0.23755477
Bex3,0.0,0.243219,0.24268858,-0.12823609,-0.02859646
Tceal3,0.0,0.4649906,0.18625183,-0.20439082,0.06501351
Tceal1,0.0,0.03828613,-0.20557766,-0.20234509,-0.15273765
Morf4l2,0.0,0.14173986,0.16222596,0.03289646,0.04009737
BC065397,0.0,0.13852349,0.07542131,0.09371087,0.051558763
Plp1,0.0,0.52693754,0.13173254,0.10251704,0.22014757
Rab9b,0.0,0.11105619,0.094622314,-0.054712903,-0.078138605
Tmsb15b2,0.0,0.08810842,0.03836606,-0.13564423,0.11192295
Tmsb15b1,0.0,0.032323793,-0.17374319,-0.18448481,-0.17398381
Slc25a53,0.0,0.039744087,0.011110466,0.18204743,-0.1771839
Zcchc18,0.0,0.113801315,0.11479577,-0.120573066,-0.0195897
Fam199x,0.0,0.028513456,0.033279117,-0.08508709,-0.01976156
Il1rapl2,0.0,0.14250618,-0.041357808,-0.02030678,-0.29680055
Pwwp3b,0.0,0.33267546,-0.083204076,-0.11764759,-0.03943777
Rnf128,0.0,0.15402493,0.10404939,0.18464455,-0.1303246
Tbc1d8b,0.0,0.031905986,-0.02773909,-0.1100723,-0.016373953
Morc4,0.0,0.058416158,0.20143257,-0.0007635802,0.05116694
Rbm41,0.0,-0.10885705,0.042651694,-0.12377027,-0.17426711
Gm15046,0.0,-0.019082673,-0.04693106,-0.030453801,-0.012581071
Frmpd3,0.0,-0.04212141,-0.048856813,-0.111745745,-0.034186333
Prps1,0.0,0.060816802,0.021758836,0.040615827,-0.013844438
Tsc22d3,0.0,-0.44115514,-0.2439889,-0.53857434,-0.18263249
Mid2,0.0,-0.053684853,0.10919093,0.09312482,-0.056849144
Psmd10,0.0,0.11133456,-0.07491494,-0.13036624,-0.0054823174
Atg4a,0.0,0.29843685,0.11960991,0.4495175,0.15100065
Col4a6,0.0,-0.014768947,0.06525617,0.025197942,0.029203288
Col4a5,0.0,-0.18696477,0.07372486,-0.03851552,0.07881955
Gucy2f,0.0,0.11868104,-0.17282027,0.14655344,0.14865214
Nxt2,0.0,0.17126527,-0.20131749,0.039403323,0.050087243
Acsl4,0.0,0.14842895,0.14028989,0.07341909,0.047422282
Tmem164,0.0,-0.22076271,0.084186316,0.01434239,0.056428075
Ammecr1,0.0,0.2663223,0.20693915,0.34370428,-0.013779312
Chrdl1,0.0,0.016238827,-0.03808121,-0.011358764,0.15361299
Pak3,0.0,0.44671333,0.22288439,0.08033556,0.10752693
Capn6,0.0,0.029748574,-0.10431641,0.027415382,0.09281173
Dcx,0.0,-0.07315162,0.086232185,0.25770545,-0.17970702
Alg13,0.0,-0.14447257,-0.2880382,0.064161375,-0.0852988
Trpc5,0.0,0.33689058,0.06432664,0.09407096,0.16606377
Trpc5os,0.0,-0.0026725377,0.006086667,-0.002352646,-0.033028875
Rtl4,0.0,-0.1550462,-0.1576018,-0.17511961,-0.086260006
Amot,0.0,-0.00526312,0.10504997,0.005649343,-0.071832165
Htr2c,0.0,0.37483478,-0.07538262,0.25444597,0.06608571
Lrch2,0.0,0.14001481,0.13079457,-0.09963942,0.0866211
Tmem29,0.0,-0.012809824,-0.06471075,-0.050476354,0.04184715
Apex2,0.0,-0.2948334,-0.180201,-0.0758752,-0.24852005
Alas2,0.0,-0.12350495,0.048558116,0.029756865,-0.007070968
Pfkfb1,0.0,0.080127515,-0.1678495,-0.1010034,-0.009188282
Tro,0.0,0.29197362,0.030337349,0.157751,-0.07224797
Maged2,0.0,0.07409668,0.1351245,0.05199039,0.20069163
Gnl3l,0.0,0.35665527,0.21015081,-0.10991517,0.023108795
Fgd1,0.0,-0.2119677,-0.15994522,0.17863826,-0.26095006
Tsr2,0.0,0.25744036,-0.06791322,-0.13081527,0.065814644
Gm15138,0.0,-0.12016923,-0.24097395,-0.19200343,-0.14090294
Wnk3,0.0,0.05519645,0.11010058,-0.029046148,0.057108406
A230072E10Rik,0.0,0.17527089,-0.06000653,0.24520266,-0.06288068
Fam120c,0.0,0.085276745,0.034358002,0.09251693,0.0013812482
Phf8,0.0,-0.19496322,-0.036182307,-0.1371349,-0.23709795
Huwe1,0.0,0.07970436,0.114610285,0.04300823,-0.036899343
Hsd17b10,0.0,-0.1304693,-0.12017994,-0.17510375,-0.104901254
Ribc1,0.0,-0.12539582,0.052059386,0.17429903,0.057689153
Smc1a,0.0,-0.011405032,0.07447116,-0.06628807,-0.05542088
Iqsec2,0.0,-0.12170863,0.09340891,0.18922171,0.0106873065
Kdm5c,0.0,-0.20935696,-0.038088612,0.007861476,0.042657264
Kantr,0.0,-0.10861175,-0.18610656,-0.23390043,-0.08048576
Tspyl2,0.0,0.03951238,0.014301931,-0.027448658,-0.171961
Gpr173,0.0,0.15346795,0.19187142,0.26812422,0.3111472
3010001F23Rik,0.0,0.06456163,0.15514992,0.121123016,0.03180729
Shroom2,0.0,0.08965373,0.25454247,0.075362526,0.14174014
Usp51,0.0,0.33783108,0.19710472,0.3483333,0.2559874
Mageh1,0.0,-0.0236734,0.009467185,0.2875087,0.101128
9530051G07Rik,0.0,-0.03135284,-0.12702484,0.18770304,-0.08187181
Foxr2,0.0,0.004360188,-0.03148207,0.040090494,-0.007014513
Rragb,0.0,0.15147647,-0.027767815,0.06662026,-0.058889143
Klf8,0.0,-0.20298296,-0.06706807,0.036098644,-0.15483586
Ubqln2,0.0,0.2177559,-0.17368805,-0.09933694,0.12981334
Gm45022,0.0,-0.105995364,0.11603886,0.009126514,0.08184755
Nbdy,0.0,-0.18452415,0.050064337,-0.34389427,-0.10562409
Spin2c,0.0,-0.08250414,0.019741464,-0.0690015,-0.08185831
Sat1,0.0,0.036056906,-0.14419551,-0.254748,-0.059310194
Acot9,0.0,-0.09894326,-0.07421802,-0.20623729,0.14112183
Prdx4,0.0,-0.3208568,-0.09011714,-0.0018544979,-0.071020976
Ptchd1,0.0,0.14401206,0.16389015,0.24641149,0.11624226
Gm15155,0.0,0.12096199,-0.3163207,0.08045377,0.0027166223
Phex,0.0,-0.15952095,-0.1291399,-0.053222243,-0.07318766
Sms,0.0,0.3821357,0.31416753,0.25313076,0.21292666
Mbtps2,0.0,0.0092677325,-0.03921771,0.3366733,0.14047535
Gm15169,0.0,0.02639926,-0.11304436,0.104837395,0.05561702
Cnksr2,0.0,0.52219063,0.30234653,0.4120656,0.15342689
Rps6ka3,0.0,0.23077013,0.39900374,0.28780907,0.13731068
Eif1ax,0.0,0.2643345,0.10612055,-0.11257969,-0.15206945
Map7d2,0.0,0.17242959,-0.046818983,-0.30427417,-0.039879438
Bclaf3,0.0,0.08844264,0.22444513,-0.0020463914,0.15205121
Sh3kbp1,0.0,0.28465942,0.37634808,0.28535125,0.21271673
Map3k15,0.0,0.01999177,0.21664314,0.3869769,0.06234529
Pdha1,0.0,0.27722925,0.14105847,-0.014026418,0.02844362
Adgrg2,0.0,0.16809204,0.14573614,0.077145144,0.07181449
Phka2,0.0,-0.010961771,0.26391935,0.16722344,-0.0090919435
Gm15243,0.0,0.12243632,-0.016912334,0.048357487,0.10186422
Ppef1,0.0,-0.00011097081,-0.024313705,0.012528865,0.06277353
Rs1,0.0,0.068853565,-0.092403896,-0.028400632,-0.10887737
Cdkl5,0.0,0.27993536,0.23180522,0.20909537,0.0500492
Scml2,0.0,-0.19084373,-0.04523338,-0.14208789,-0.044444643
